Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
PDCL,ENSG00000136940,0.000731819287252744,0.000600602167174724,0.000745638090592471,0.244166687898898,pLoF,9122820024,9,122820024,
DNAJC13,ENSG00000138246,0.000776502504109544,0.00417882058511332,0.000485779883176107,0.17919604268448,pLoF,3132434499,3,132434499,
NUP205,ENSG00000155561,0.000813318760360393,0.0116588727764269,0.000634263681509317,0.144580985470264,pLoF,7135557890,7,135557890,
RANBP3L,ENSG00000164188,0.000825289927613437,0.00411130124473602,0.000602733822528179,0.128008375067557,pLoF,5036249630,5,36249630,
NDUFB10,ENSG00000140990,0.000855927186259486,0.0018554854399242,0.000591448420343976,0.205753285633225,pLoF,16001954542,16,1954542,
TAOK3,ENSG00000135090,0.000886299686073566,0.00189815371469892,0.000622192692740331,0.205003627903235,pLoF,12118144801,12,118144801,
MRPL39,ENSG00000154719,0.000903866467974357,0.0115059054523552,0.000774976253260284,0.0838983709757156,pLoF,21025585700,21,25585700,
LRIG3,ENSG00000139263,0.000908904147358558,0.00160003460882197,0.00140121142848426,0.117215000738587,pLoF,12058872455,12,58872455,
VIPAS39,ENSG00000151445,0.000909366544283863,0.000678512922756891,0.00202874672062547,0.166873887309116,pLoF,14077422660,14,77422660,
AKR1C2,ENSG00000151632,0.000948843636847552,0.00183841966225828,0.000704396070279056,0.206108512938325,pLoF,10004989870,10,4989870,
MRE11,ENSG00000020922,0.000960530541366245,0.00203932028740939,0.00127270131075607,0.114218069107775,pLoF,11094420091,11,94420091,
NDUFS4,ENSG00000164258,0.00102959136644176,0.000850494082105913,0.00193205808302288,0.162841199225486,pLoF,5053560484,5,53560484,
KCNAB1,ENSG00000169282,0.00109669156610259,0.000992648489246517,0.00333612481721879,0.125771168930576,pLoF,3156120558,3,156120558,
MFSD8,ENSG00000164073,0.00111490304788753,0.0102326858944992,0.000645109473483174,0.150646040915389,pLoF,4127920556,4,127920556,
DYTN,ENSG00000232125,0.00111609825295267,0.00315943146216102,0.00105072243418647,0.0580326774706384,pLoF,2206648569,2,206648569,
TFRC,ENSG00000072274,0.00112736390439405,0.0309324419241791,0.000752569587514684,0.206185649826526,pLoF,3196051836,3,196051836,
PLXNA3,ENSG00000130827,0.00112779051018819,0.0540162170741716,0.00070398264285032,0.0867705407797256,pLoF,23154460169,X,154460169,
RGL3,ENSG00000205517,0.00113139584528443,0.0838033359446555,0.00054288502637545,0.0345079412444715,pLoF,19011394356,19,11394356,
TXNDC11,ENSG00000153066,0.00113907609351616,0.0132365910264569,0.000656749834877068,0.1030007946577,pLoF,16011675962,16,11675962,
DCAF4,ENSG00000119599,0.00114497201817365,0.00408275807407521,0.000879469240712139,0.127859917088832,pLoF,14072929840,14,72929840,
WDR81,ENSG00000167716,0.00116563298851013,0.0113982796699599,0.000802042793223046,0.103859305802086,pLoF,17001724395,17,1724395,
CD38,ENSG00000004468,0.00117390821794694,0.0159220118757519,0.000616708049848924,0.0980058305919738,pLoF,4015778380,4,15778380,
PLCE1,ENSG00000138193,0.00118718582586219,0.0114179124875914,0.000733019822597991,0.106054261828712,pLoF,10094030975,10,94030975,
WDR87,ENSG00000171804,0.00119073102309686,0.000849502229014032,0.00663756397390181,0.0760414387883923,pLoF,19037884835,19,37884835,
TMEM225B,ENSG00000244219,0.00119598284051303,0.00110375048649447,0.00329858028142294,0.06009221626322,pLoF,7099604346,7,99604346,
PGM2L1,ENSG00000165434,0.00120635849354078,0.00433624675777744,0.000805576241800776,0.178008711954638,pLoF,11074336615,11,74336615,
ABTB2,ENSG00000166016,0.00121064630018497,0.0343468864809358,0.000818598916940694,0.199246273704581,pLoF,11034146048,11,34146048,
PKD1L2,ENSG00000166473,0.00121264171566027,0.00835462991225189,0.000703821866270826,0.157430837528028,pLoF,16081170358,16,81170358,
THEGL,ENSG00000249693,0.0012418952495763,0.00265675184980929,0.000898715660551108,0.193932678620029,pLoF,4056530537,4,56530537,
PRB2,ENSG00000121335,0.00124355345594873,0.00105858674727399,0.0014204270288497,0.224732476163158,pLoF,12011392772,12,11392772,
FAXDC2,ENSG00000170271,0.00124395731677818,0.00202774565291375,0.00134802283698809,0.143839373652691,pLoF,5154813841,5,154813841,
LRRC30,ENSG00000206422,0.00125728101388478,0.00103937730101733,0.00242974416689479,0.125701879997542,pLoF,18007231039,18,7231039,
HGH1,ENSG00000235173,0.00126519438357231,0.0246924052485692,0.000954084551437862,0.120083474166209,pLoF,8144137750,8,144137750,
LRP12,ENSG00000147650,0.00127969087205104,0.00135312086606731,0.00123731318126352,0.216366537868594,pLoF,8104490572,8,104490572,
SSC5D,ENSG00000179954,0.00128208051274903,0.011295592196144,0.000900316395020528,0.0861595543109189,pLoF,19055483436,19,55483436,
MRC2,ENSG00000011028,0.00130953476415141,0.00573063747778157,0.000808060104794617,0.167927663906998,pLoF,17062627733,17,62627733,
KIF1B,ENSG00000054523,0.00132325131296163,0.00430158639888101,0.000840919010585695,0.178295160672361,pLoF,1010232286,1,10232286,
FAM135B,ENSG00000147724,0.00137800851918191,0.00179401314856475,0.00130458895416918,0.206919383846389,pLoF,8138132552,8,138132552,
PFKFB3,ENSG00000170525,0.00138011319995246,0.0251597631114686,0.000975292128335026,0.218896923778487,pLoF,10006202803,10,6202803,
TLN1,ENSG00000137076,0.00140995600570271,0.0293453566260433,0.000952338122322871,0.208630644356234,pLoF,9035697658,9,35697658,
KCNV2,ENSG00000168263,0.00141111554093321,0.0108923820403581,0.000934905360414628,0.107155650182207,pLoF,9002717631,9,2717631,
MTHFD1,ENSG00000100714,0.00141209381260254,0.0276887538522022,0.000989735563622363,0.212715207899143,pLoF,14064388191,14,64388191,
ARSI,ENSG00000183876,0.00143509535050146,0.0105262314899328,0.000856028685390031,0.14930723347693,pLoF,5150297122,5,150297122,
NLRP11,ENSG00000179873,0.00144054386712311,0.00265423070289939,0.00100180556254625,0.103780744794676,pLoF,19055785556,19,55785556,
BTN1A1,ENSG00000124557,0.00145530741101751,0.0234282268294943,0.00105244449667119,0.223146892646277,pLoF,6026501236,6,26501236,
ZNF708,ENSG00000182141,0.0015090997342545,0.00832549324619902,0.00133154671569036,0.0769726677397045,pLoF,19021293183,19,21293183,
SNAPC4,ENSG00000165684,0.00158403319740175,0.437823325938232,0.00081197373955888,0.0268699557213754,pLoF,9136370581,9,136370581,
CKAP2,ENSG00000136108,0.00158797952573053,0.00460780274950379,0.00148177805632876,0.125855632667585,pLoF,13052450467,13,52450467,
ZFAND1,ENSG00000104231,0.00158950786447176,0.00704059557522407,0.000989547708629246,0.160628766525975,pLoF,8081702625,8,81702625,
GOLGB1,ENSG00000173230,0.00160152296724092,0.0481609503590554,0.000782534492938192,0.0725991365492618,pLoF,3121658223,3,121658223,
FGF23,ENSG00000118972,0.00161452084021063,0.00379912043800124,0.00145726022876158,0.3411615679694,pLoF,12004370269,12,4370269,
SPTBN4,ENSG00000160460,0.00162585837775264,0.00667016015347377,0.000997572350476927,0.164157808993312,pLoF,19040465501,19,40465501,
ARHGEF39,ENSG00000137135,0.0016477591986338,0.00297092772729901,0.00148923740686169,0.10853381711988,pLoF,9035658290,9,35658290,
STX16,ENSG00000124222,0.00165938678605948,0.00263942477375601,0.00143162485416126,0.194156336040662,pLoF,20058651915,20,58651915,
PPP1R3F,ENSG00000049769,0.00167851936470642,0.0547031335436057,0.0010769620753085,0.0898034787613777,pLoF,23049264794,X,49264794,
TRIM44,ENSG00000166326,0.0017125840681983,0.0050784443212355,0.00152449647075314,0.321294211503566,pLoF,11035662943,11,35662943,
CHGA,ENSG00000100604,0.00172575173846001,0.00251117555541991,0.00135370244186062,0.195801782731717,pLoF,14092923256,14,92923256,
STOML1,ENSG00000067221,0.00175861376680353,0.0139467590980258,0.00141027509890534,0.138888131995737,pLoF,15073983826,15,73983826,
CCDC188,ENSG00000234409,0.00177734343708424,0.00212220444753841,0.00232212831464196,0.0936104370062932,pLoF,22020143418,22,20143418,
HEXB,ENSG00000049860,0.00181386411866491,0.0268583989632711,0.000900471088582488,0.118902421283833,pLoF,5074685159,5,74685159,
PPP1R13L,ENSG00000104881,0.00182930405827386,0.0172224604376354,0.000987057737872887,0.133584690478924,pLoF,19045380102,19,45380102,
BAZ2B,ENSG00000123636,0.00186803430079796,0.0914961470215088,0.000978934141204091,0.137275259946326,pLoF,2159320180,2,159320180,
INPP5J,ENSG00000185133,0.00189079977487128,0.165056171058349,0.00113367598590974,0.0576136159106545,pLoF,22031122963,22,31122963,
ACBD4,ENSG00000181513,0.00189479580141094,0.0131850693403472,0.00112708715546439,0.142859026695192,pLoF,17045132123,17,45132123,
MTMR6,ENSG00000139505,0.00192253216553673,0.0111459897179916,0.00112497662751343,0.147605844079264,pLoF,13025249135,13,25249135,
ASXL2,ENSG00000143970,0.00193512237508986,0.00461890361091299,0.00176080791217914,0.327773126063355,pLoF,2025741959,2,25741959,
FAM180A,ENSG00000189320,0.00194920795458875,0.00379395505322544,0.00177157759832536,0.341272127134204,pLoF,7135727280,7,135727280,
PREPL,ENSG00000138078,0.00195860112740343,0.00637336127806631,0.00152789142977006,0.118999951258573,pLoF,2044313798,2,44313798,
RGS22,ENSG00000132554,0.00196036135031075,0.0632065136813491,0.00119956951619371,0.159757086075403,pLoF,8099962364,8,99962364,
CEP97,ENSG00000182504,0.00200897583008941,0.0158890833788081,0.00108560136651281,0.135931087398682,pLoF,3101724591,3,101724591,
LRSAM1,ENSG00000148356,0.00201617294714418,0.0272019496331324,0.00103695375586976,0.118991474206674,pLoF,9127447620,9,127447620,
FURIN,ENSG00000140564,0.00203055071439928,0.00800286971107034,0.00172179431792852,0.290871494337469,pLoF,15090875659,15,90875659,
NKX6-3,ENSG00000165066,0.00204760873517884,0.00199263717645604,0.00213030941082115,0.20348941830025,pLoF,8041646334,8,41646334,
MFHAS1,ENSG00000147324,0.00205559446114811,0.0092615480566629,0.0012409752295659,0.150063747309019,pLoF,8008785942,8,8785942,
FARP1,ENSG00000152767,0.00208038221197138,0.00989070251127599,0.00123446194697374,0.152071425451182,pLoF,13098176107,13,98176107,
CDC73,ENSG00000134371,0.00209057992509099,0.00700803091062463,0.00181980011517435,0.299665752900528,pLoF,1193122126,1,193122126,
PRSS48,ENSG00000189099,0.00210121383420059,0.0184566141680915,0.00159361336300479,0.237605496307892,pLoF,4151277171,4,151277171,
DHX38,ENSG00000140829,0.00210233728209885,0.0518099020822874,0.0010023498773577,0.0968328286633838,pLoF,16072088926,16,72088926,
SYNDIG1,ENSG00000101463,0.00210840760267683,0.027048164998364,0.00111123102423016,0.21467011371981,pLoF,20024542973,20,24542973,
GRM4,ENSG00000124493,0.00212991952149033,0.0386215717188775,0.00142077149372022,0.190534015350589,pLoF,6034022763,6,34022763,
MBD2,ENSG00000134046,0.00216105336520744,0.0451064598493569,0.00116064483839606,0.180804930370427,pLoF,18054159670,18,54159670,
VTI1B,ENSG00000100568,0.00216603460078313,0.0407052277412137,0.00144136521324612,0.187320083305478,pLoF,14067642113,14,67642113,
ZNF426,ENSG00000130818,0.00216957489912217,0.0018452429438609,0.00234702973393719,0.206064752824206,pLoF,19009528298,19,9528298,
AHI1,ENSG00000135541,0.00217197288300508,0.0560101984162115,0.00106203321543252,0.057161885080304,pLoF,6135285565,6,135285565,
SLTM,ENSG00000137776,0.00218559351798275,0.0543199090618054,0.00137614480513437,0.167191817577614,pLoF,15058879881,15,58879881,
WIPI1,ENSG00000070540,0.00220619899648222,0.0129212835439866,0.00130634055363343,0.143193221869666,pLoF,17068420097,17,68420097,
ZDHHC14,ENSG00000175048,0.00221490739180497,0.0151881815718075,0.00172253167072889,0.249690691074654,pLoF,6157381896,6,157381896,
SMC1B,ENSG00000077935,0.00221609876321749,0.00787410037114344,0.0013954946283804,0.158913934251841,pLoF,22045340287,22,45340287,
DCAF12,ENSG00000198876,0.00222228992170426,0.00191469325828519,0.0022814043571715,0.204818642766301,pLoF,9034088248,9,34088248,
RASL11B,ENSG00000128045,0.00226723954441377,0.0123294518141005,0.00183047489577537,0.262834351539331,pLoF,4052862416,4,52862416,
IGFL2,ENSG00000204866,0.00228079061205544,0.00507670300345664,0.00208931570409265,0.172597081140104,pLoF,19046148207,19,46148207,
HOMER2,ENSG00000103942,0.00230585334767319,0.00863211760859328,0.00139981052188021,0.154830544634791,pLoF,15082849639,15,82849639,
ASPA,ENSG00000108381,0.00234906606532215,0.00296454102659127,0.00204335002461709,0.190456666245379,pLoF,17003471342,17,3471342,
WDR17,ENSG00000150627,0.00235146245285767,0.0731639273549676,0.0013555003518666,0.0510790927158433,pLoF,4176096469,4,176096469,
IGF2BP2,ENSG00000073792,0.00243545001944534,0.0110076048764812,0.00196189425523585,0.270114713656855,pLoF,3185645499,3,185645499,
RELA,ENSG00000173039,0.00249052973606634,0.0065020500265619,0.00216504560328357,0.304698290994412,pLoF,11065649209,11,65649209,
DBNDD2,ENSG00000244274,0.0024908420358225,0.0158812889863054,0.00194677831337953,0.246828552231751,pLoF,20045406369,20,45406369,
DCUN1D3,ENSG00000188215,0.00250022139518058,0.00633582582364078,0.0022495175070798,0.306378101409929,pLoF,16020859760,16,20859760,
MON1A,ENSG00000164077,0.00253583135544377,0.0132602808650797,0.00153939348987842,0.142386998319582,pLoF,3049908917,3,49908917,
SSH1,ENSG00000084112,0.00257460711405733,0.00811286162316072,0.00186561984895772,0.157412806880399,pLoF,12108787883,12,108787883,
LIPG,ENSG00000101670,0.00258560691933019,0.00455016506997818,0.00196554191222309,0.176524453212617,pLoF,18049561609,18,49561609,
TEDDM1,ENSG00000203730,0.00258723226188728,0.00263804297576797,0.00252515406429543,0.194636938115221,pLoF,1182399618,1,182399618,
PROKR1,ENSG00000169618,0.00260259168138699,0.00506973260638777,0.00183022826545798,0.172710798189364,pLoF,2068645721,2,68645721,
OGFR,ENSG00000060491,0.00271714020934166,0.00681870336917179,0.00240773234211211,0.3012537004416,pLoF,20062804799,20,62804799,
B4GALT5,ENSG00000158470,0.00274358942884978,0.0051035251503232,0.00250209201631257,0.320166935773761,pLoF,20049636208,20,49636208,
ETNPPL,ENSG00000164089,0.00276350986913865,0.00762734828483347,0.00241000425994331,0.114360282701423,pLoF,4108742404,4,108742404,
KPNA2,ENSG00000182481,0.00276810727303689,0.0434356955347621,0.00181165053616172,0.182723958871016,pLoF,17068037093,17,68037093,
PLGRKT,ENSG00000107020,0.00277185037370919,0.0452869865650753,0.0015679869203864,0.180910647624402,pLoF,9005358188,9,5358188,
CLPSL1,ENSG00000204140,0.00277692648251116,0.00429423989163669,0.00258872055902692,0.178545614837785,pLoF,6035776538,6,35776538,
ANTKMT,ENSG00000103254,0.00279188996987345,0.0158475834816767,0.00172194406004644,0.137128687600653,pLoF,16000716147,16,716147,
HEXD,ENSG00000169660,0.0028011367525842,0.00580430406541099,0.0024495307936131,0.121604192457329,pLoF,17082415317,17,82415317,
GOLM2,ENSG00000166734,0.00282715315803928,0.0319380839941228,0.00196521851997644,0.201879732059303,pLoF,15044288948,15,44288948,
DMKN,ENSG00000161249,0.00284836100354724,0.0577178972890131,0.00137058675035129,0.0940133814238111,pLoF,19035498595,19,35498595,
SETD4,ENSG00000185917,0.00289106344864798,0.020167504117784,0.00182134454252059,0.0919221429494754,pLoF,21036036017,21,36036017,
NFAM1,ENSG00000235568,0.0028924493044199,0.00544214076197291,0.0026210154711781,0.315745790085923,pLoF,22042385116,22,42385116,
UBP1,ENSG00000153560,0.00290656508319054,0.0143566533109362,0.00231623999246877,0.252807376824263,pLoF,3033383913,3,33383913,
BNIP3L,ENSG00000104765,0.00292882038921793,0.00598227385780881,0.00263257311232401,0.308277700039731,pLoF,8026381053,8,26381053,
CERS5,ENSG00000139624,0.00292981015579086,0.00407465963648612,0.00261546323586215,0.180096826502079,pLoF,12050130479,12,50130479,
HIF1AN,ENSG00000166135,0.00293089559438964,0.0101424269893622,0.00241531648982685,0.275247416723309,pLoF,10100535868,10,100535868,
IREB2,ENSG00000136381,0.00298319170811945,0.0329878231971936,0.00201374816484023,0.197820466173366,pLoF,15078438282,15,78438282,
STUB1,ENSG00000103266,0.00298675096269907,0.0346820821653877,0.00203381764321275,0.196506693901657,pLoF,16000675741,16,675741,
WDPCP,ENSG00000143951,0.0029918986864218,0.0440947949202156,0.00150932532821302,0.102716547233962,pLoF,2063121789,2,63121789,
REX1BD,ENSG00000006015,0.00299258343763875,0.0086449443715706,0.00259155536652811,0.285410644146537,pLoF,19018588731,19,18588731,
NUDT6,ENSG00000170917,0.00299334591747047,0.00533017190593854,0.00279252897198945,0.0678792162644459,pLoF,4122892174,4,122892174,
RSAD1,ENSG00000136444,0.00301217560681077,0.198396890473867,0.00152266639121934,0.0521297573356916,pLoF,17050473860,17,50473860,
CCDC6,ENSG00000108091,0.00302319517482941,0.00963878455316436,0.00252843835966066,0.278428574220594,pLoF,10059792850,10,59792850,
DLD,ENSG00000091140,0.00303386502335745,0.0966950680564747,0.00185690676429373,0.131788280749341,pLoF,7107891148,7,107891148,
PROKR2,ENSG00000101292,0.00305553354771049,0.0078009856836605,0.00274479625830959,0.114276084949217,pLoF,20005302041,20,5302041,
NDRG1,ENSG00000104419,0.00306869048468017,0.0966237362131472,0.00185797958675538,0.132796651412613,pLoF,8133238774,8,133238774,
PELI2,ENSG00000139946,0.00310391339804805,0.00634507259486172,0.00283868586538949,0.15488401861608,pLoF,14056118609,14,56118609,
FOXO6,ENSG00000204060,0.00311776329305447,0.00459526415299427,0.00289073386555805,0.326434083055994,pLoF,1041361938,1,41361938,
DOP1A,ENSG00000083097,0.00315177736801231,0.0622291645142787,0.00147284561148697,0.0908469682513849,pLoF,6083065571,6,83065571,
KMT5A,ENSG00000183955,0.00317933296945383,0.00705369057769889,0.00283070547565623,0.298354233742043,pLoF,12123384081,12,123384081,
KCNIP2,ENSG00000120049,0.00318845533971779,0.0108211310762125,0.00267877283327644,0.270650892129522,pLoF,10101827358,10,101827358,
PIK3R3,ENSG00000117461,0.00324228246021918,0.0340178440741051,0.00171862184892446,0.108374235295529,pLoF,1046035141,1,46035141,
TSC1,ENSG00000165699,0.00325757904426771,0.00722583968435975,0.00288549735526422,0.296693740803277,pLoF,9132887300,9,132887300,
PIDD1,ENSG00000177595,0.00336971145970011,0.0284090464138398,0.00204681488335967,0.0866973958394396,pLoF,11000794361,11,794361,
SLC22A24,ENSG00000197658,0.00337814014732363,0.0102904240415369,0.00266867472374899,0.109150061185206,pLoF,11063079904,11,63079904,
CHMP4B,ENSG00000101421,0.00338003228540707,,,,pLoF,20033811373,20,33811373,
AP001781.2,ENSG00000258529,0.0034277899921259,0.0157501916979159,0.00231902976795473,0.0993694926332866,pLoF,11111786275,11,111786275,
OR6V1,ENSG00000225781,0.00345305393671924,0.00309710988429346,0.0163600467268498,0.0591530489526006,pLoF,7143052312,7,143052312,
CCDC168,ENSG00000175820,0.00345975368065266,0.00515528335116699,0.00322772803513693,0.320437787878358,pLoF,13102729381,13,102729381,
CACNG6,ENSG00000130433,0.00346696370979149,0.00571379682458761,0.00261227715636325,0.169324070194264,pLoF,19053992812,19,53992812,
LRP4,ENSG00000134569,0.00349200086986601,0.0283606584959333,0.00185104083856458,0.115772239436913,pLoF,11046858917,11,46858917,
WIPF2,ENSG00000171475,0.00349771769576357,0.0115967115052342,0.00291545579377483,0.265830120074277,pLoF,17040256331,17,40256331,
CD47,ENSG00000196776,0.00351159501508236,0.0088860224540851,0.00303517312551715,0.282995987796977,pLoF,3108047228,3,108047228,
FAM71F1,ENSG00000135248,0.00353998430025704,0.00722909363119539,0.00251740616519813,0.161943097151798,pLoF,7128715394,7,128715394,
GPR135,ENSG00000181619,0.00354327638815544,0.0028504770761868,0.00594821774607479,0.136903605263325,pLoF,14059463656,14,59463656,
MYLK,ENSG00000065534,0.00356060814392256,0.0569580045722702,0.0017755213746018,0.0933036606335076,pLoF,3123614005,3,123614005,
OR6Q1,ENSG00000279051,0.00358424383445988,0.0195839681565553,0.0026686262773139,0.232330288097799,pLoF,11058030929,11,58030929,
C5orf46,ENSG00000178776,0.00360482075045976,0.00656984056706833,0.00329246930746552,0.302400386549147,pLoF,5147896980,5,147896980,
TMCC3,ENSG00000057704,0.00361142051391328,0.00868813272001423,0.0033010643739646,0.14482299388242,pLoF,12094571352,12,94571352,
TLK1,ENSG00000198586,0.00361790661446748,0.00361928468713346,0.00353930760742882,0.341211418785831,pLoF,2170993703,2,170993703,
ESRP1,ENSG00000104413,0.00362698838556086,0.0216667309594991,0.00272868166117424,0.225741855928974,pLoF,8094641236,8,94641236,
PARP12,ENSG00000059378,0.00363980867048497,0.0399515383916809,0.0025798355494262,0.103975638170957,pLoF,7140019949,7,140019949,
UBE2S,ENSG00000108106,0.00365884691325391,0.00775634744585374,0.00326031453231701,0.291562941164607,pLoF,19055401397,19,55401397,
C12orf4,ENSG00000047621,0.00367290059931191,0.0186460170959221,0.00218316434024612,0.131185717930822,pLoF,12004489769,12,4489769,
TMEM59,ENSG00000116209,0.00367496952438706,0.0340712789536251,0.00276510962261067,0.109447428323215,pLoF,1054032065,1,54032065,
UBE2V2,ENSG00000169139,0.0037139526062071,0.0144398284765406,0.00282321202585445,0.250509894485152,pLoF,8048008315,8,48008315,
SBNO1,ENSG00000139697,0.00372934991672813,0.00966432323302258,0.0032112727450484,0.277287986193109,pLoF,12123295786,12,123295786,
MSI2,ENSG00000153944,0.00380337205319681,0.0070205546129104,0.00343159169516771,0.297848121249126,pLoF,17057256747,17,57256747,
TOMM22,ENSG00000100216,0.00380966168146712,0.00380601769055422,0.00372512715844953,0.337647810817102,pLoF,22038681882,22,38681882,
TSG101,ENSG00000074319,0.00382301305040778,0.014070876459066,0.00311329316430697,0.25309387048108,pLoF,11018475415,11,18475415,
SKP1,ENSG00000113558,0.00382483043785575,0.00409923850752292,0.00366205969105471,0.332844054562174,pLoF,5134144750,5,134144750,
PSMD1,ENSG00000173692,0.00383292555731807,0.00581610005203492,0.00352080995625292,0.310055213391428,pLoF,2231056906,2,231056906,
ZNF652,ENSG00000198740,0.00383523844529809,0.0247844318999622,0.00279780741759317,0.21707114363806,pLoF,17049298303,17,49298303,
HIPK1,ENSG00000163349,0.00384213329517769,0.0248575515543047,0.00279798960259436,0.216660946744116,pLoF,1113929249,1,113929249,
ADRA2A,ENSG00000150594,0.00389904191056212,0.0169731804226817,0.00310100686281434,0.241048314401412,pLoF,10111077829,10,111077829,
CCDC71,ENSG00000177352,0.00390853029660188,0.00504221658833437,0.00366191193977683,0.319265204354701,pLoF,3049162707,3,49162707,
DPY19L3,ENSG00000178904,0.00396598850020535,0.0331994247234489,0.00209807782717308,0.11079255900858,pLoF,19032408215,19,32408215,
